Residence,Region,Sub-Region,Period,Exhibition
Argentina,America,,2015-10,1
"Others, America",America,,2015-10,5
Belgium,Europe,,2015-10,1
France,Europe,,2015-10,44
United States of America,America,,2015-10,64
"Others, Asia",Asia,,2015-10,15
Canada,America,,2015-10,19
Malaysia,Asia,Southeast Asia,2015-11,135
S. Africa,Africa,,2015-11,1
"Others, Southeast Asia",Asia,Southeast Asia,2015-11,1
"Others, Oceania",Oceania,,2015-11,2
HongKong. Macao,Asia,,2015-11,30
Vietnam,Asia,Southeast Asia,2015-11,30
Mainland China,Asia,,2015-11,7
Middle East,Asia,,2015-11,10
Japan,Asia,,2015-11,97
Australia,Oceania,,2015-11,18
New Zealand,Oceania,,2015-11,1
Philippines,Asia,Southeast Asia,2015-11,11
"Korea,Republic of",Asia,,2015-11,178
India,Asia,,2015-11,62
Singapore,Asia,Southeast Asia,2015-11,63
Thailand,Asia,Southeast Asia,2015-11,72
Indonesia,Asia,Southeast Asia,2015-11,87
France,Europe,,2015-11,23
Sweden,Europe,,2015-11,0
Belgium,Europe,,2015-11,5
"Others, America",America,,2015-11,22
Argentina,America,,2015-11,2
Brazil,America,,2015-11,1
Mexico,America,,2015-11,2
United States of America,America,,2015-11,47
Canada,America,,2015-11,6
Germany,Europe,,2015-11,8
"Others, Asia",Asia,,2015-11,19
Netherlands,Europe,,2015-11,4
Switzerland,Europe,,2015-11,2
Spain,Europe,,2015-11,15
"Others, Africa",Africa,,2015-11,9
United Kingdom,Europe,,2015-11,17
Austria,Europe,,2015-11,0
Greece,Europe,,2015-11,0
Italy,Europe,,2015-11,21
Unstated,,,2015-11,0
"Others, Europe",Europe,,2015-11,21
Russian Federation,Europe,,2015-11,17
Mainland China,Asia,,2015-12,3
Canada,America,,2015-12,2
United States of America,America,,2015-12,28
Mexico,America,,2015-12,0
Brazil,America,,2015-12,0
Argentina,America,,2015-12,1
"Others, America",America,,2015-12,0
France,Europe,,2015-12,33
Germany,Europe,,2015-12,12
Italy,Europe,,2015-12,0
Netherlands,Europe,,2015-12,4
Switzerland,Europe,,2015-12,1
Spain,Europe,,2015-12,1
United Kingdom,Europe,,2015-12,8
Austria,Europe,,2015-12,0
Greece,Europe,,2015-12,0
"Others, Asia",Asia,,2015-12,0
HongKong. Macao,Asia,,2015-12,10
"Others, Southeast Asia",Asia,Southeast Asia,2015-12,4
"Others, Africa",Africa,,2015-12,4
Japan,Asia,,2015-12,64
Sweden,Europe,,2015-12,2
Russian Federation,Europe,,2015-12,5
"Others, Europe",Europe,,2015-12,33
"Korea,Republic of",Asia,,2015-12,144
India,Asia,,2015-12,6
Middle East,Asia,,2015-12,9
Unstated,,,2015-12,0
Malaysia,Asia,Southeast Asia,2015-12,128
Indonesia,Asia,Southeast Asia,2015-12,54
Philippines,Asia,Southeast Asia,2015-12,12
Vietnam,Asia,Southeast Asia,2015-12,24
Australia,Oceania,,2015-12,8
New Zealand,Oceania,,2015-12,0
"Others, Oceania",Oceania,,2015-12,1
S. Africa,Africa,,2015-12,1
Singapore,Asia,Southeast Asia,2015-12,36
Thailand,Asia,Southeast Asia,2015-12,7
Belgium,Europe,,2015-12,0
"Others, America",America,,2016-01,1
Canada,America,,2016-01,3
United States of America,America,,2016-01,18
Mexico,America,,2016-01,2
Brazil,America,,2016-01,0
Argentina,America,,2016-01,0
Belgium,Europe,,2016-01,2
France,Europe,,2016-01,11
Germany,Europe,,2016-01,6
Italy,Europe,,2016-01,7
Netherlands,Europe,,2016-01,3
Switzerland,Europe,,2016-01,2
Spain,Europe,,2016-01,0
United Kingdom,Europe,,2016-01,16
Austria,Europe,,2016-01,0
Greece,Europe,,2016-01,0
Sweden,Europe,,2016-01,1
Russian Federation,Europe,,2016-01,5
"Others, Europe",Europe,,2016-01,24
Australia,Oceania,,2016-01,23
New Zealand,Oceania,,2016-01,2
"Others, Oceania",Oceania,,2016-01,0
S. Africa,Africa,,2016-01,4
Unstated,,,2016-01,0
"Others, Asia",Asia,,2016-01,0
"Others, Southeast Asia",Asia,Southeast Asia,2016-01,1
"Others, Africa",Africa,,2016-01,8
Thailand,Asia,Southeast Asia,2016-01,11
Vietnam,Asia,Southeast Asia,2016-01,0
HongKong. Macao,Asia,,2016-01,7
Mainland China,Asia,,2016-01,5
"Korea,Republic of",Asia,,2016-01,208
India,Asia,,2016-01,2
Japan,Asia,,2016-01,48
Middle East,Asia,,2016-01,5
Malaysia,Asia,Southeast Asia,2016-01,29
Singapore,Asia,Southeast Asia,2016-01,23
Indonesia,Asia,Southeast Asia,2016-01,14
Philippines,Asia,Southeast Asia,2016-01,2
United Kingdom,Europe,,2016-02,30
France,Europe,,2016-02,10
Germany,Europe,,2016-02,17
Netherlands,Europe,,2016-02,3
Switzerland,Europe,,2016-02,2
Spain,Europe,,2016-02,5
Belgium,Europe,,2016-02,0
Austria,Europe,,2016-02,0
New Zealand,Oceania,,2016-02,6
Unstated,,,2016-02,0
"Others, Africa",Africa,,2016-02,1
S. Africa,Africa,,2016-02,0
"Others, Oceania",Oceania,,2016-02,0
"Others, America",America,,2016-02,5
Australia,Oceania,,2016-02,18
"Others, Europe",Europe,,2016-02,48
Russian Federation,Europe,,2016-02,2
Sweden,Europe,,2016-02,3
Greece,Europe,,2016-02,0
Argentina,America,,2016-02,2
Italy,Europe,,2016-02,17
Mexico,America,,2016-02,1
Vietnam,Asia,Southeast Asia,2016-02,6
Thailand,Asia,Southeast Asia,2016-02,30
Philippines,Asia,Southeast Asia,2016-02,8
Indonesia,Asia,Southeast Asia,2016-02,23
Singapore,Asia,Southeast Asia,2016-02,19
Malaysia,Asia,Southeast Asia,2016-02,35
Brazil,America,,2016-02,6
India,Asia,,2016-02,5
Middle East,Asia,,2016-02,6
Canada,America,,2016-02,7
"Korea,Republic of",Asia,,2016-02,171
"Others, Asia",Asia,,2016-02,11
"Others, Southeast Asia",Asia,Southeast Asia,2016-02,2
HongKong. Macao,Asia,,2016-02,7
Mainland China,Asia,,2016-02,5
Japan,Asia,,2016-02,44
United States of America,America,,2016-02,41
Mainland China,Asia,,2016-03,10
"Others, Southeast Asia",Asia,Southeast Asia,2016-03,27
"Others, Asia",Asia,,2016-03,31
United States of America,America,,2016-03,79
Mexico,America,,2016-03,8
Brazil,America,,2016-03,9
Argentina,America,,2016-03,11
"Others, America",America,,2016-03,8
Belgium,Europe,,2016-03,4
France,Europe,,2016-03,43
Canada,America,,2016-03,19
Vietnam,Asia,Southeast Asia,2016-03,26
HongKong. Macao,Asia,,2016-03,19
Germany,Europe,,2016-03,40
Thailand,Asia,Southeast Asia,2016-03,125
Philippines,Asia,Southeast Asia,2016-03,56
Indonesia,Asia,Southeast Asia,2016-03,77
Singapore,Asia,Southeast Asia,2016-03,131
Malaysia,Asia,Southeast Asia,2016-03,187
Middle East,Asia,,2016-03,29
India,Asia,,2016-03,40
"Korea,Republic of",Asia,,2016-03,284
Japan,Asia,,2016-03,113
Unstated,,,2016-03,0
Italy,Europe,,2016-03,65
"Others, Africa",Africa,,2016-03,6
Switzerland,Europe,,2016-03,8
"Others, Oceania",Oceania,,2016-03,0
New Zealand,Oceania,,2016-03,14
Australia,Oceania,,2016-03,107
"Others, Europe",Europe,,2016-03,57
Russian Federation,Europe,,2016-03,23
Sweden,Europe,,2016-03,8
Greece,Europe,,2016-03,1
S. Africa,Africa,,2016-03,1
Netherlands,Europe,,2016-03,25
Austria,Europe,,2016-03,0
United Kingdom,Europe,,2016-03,58
Spain,Europe,,2016-03,21
France,Europe,,2016-04,24
Germany,Europe,,2016-04,15
Italy,Europe,,2016-04,22
Netherlands,Europe,,2016-04,7
Switzerland,Europe,,2016-04,4
Spain,Europe,,2016-04,8
United Kingdom,Europe,,2016-04,20
Austria,Europe,,2016-04,3
New Zealand,Oceania,,2016-04,3
Australia,Oceania,,2016-04,53
Russian Federation,Europe,,2016-04,23
"Others, Europe",Europe,,2016-04,90
Mainland China,Asia,,2016-04,11
Belgium,Europe,,2016-04,6
S. Africa,Africa,,2016-04,4
"Others, Oceania",Oceania,,2016-04,1
Greece,Europe,,2016-04,2
Sweden,Europe,,2016-04,2
United States of America,America,,2016-04,49
Argentina,America,,2016-04,3
Japan,Asia,,2016-04,100
"Korea,Republic of",Asia,,2016-04,222
India,Asia,,2016-04,86
Middle East,Asia,,2016-04,68
Malaysia,Asia,Southeast Asia,2016-04,226
Singapore,Asia,Southeast Asia,2016-04,119
Indonesia,Asia,Southeast Asia,2016-04,105
"Others, America",America,,2016-04,13
Philippines,Asia,Southeast Asia,2016-04,66
Vietnam,Asia,Southeast Asia,2016-04,35
"Others, Southeast Asia",Asia,Southeast Asia,2016-04,9
"Others, Asia",Asia,,2016-04,32
Canada,America,,2016-04,8
"Others, Africa",Africa,,2016-04,27
Mexico,America,,2016-04,8
Brazil,America,,2016-04,1
Thailand,Asia,Southeast Asia,2016-04,124
Unstated,,,2016-04,0
HongKong. Macao,Asia,,2016-04,16
France,Europe,,2016-05,69
Belgium,Europe,,2016-05,5
Germany,Europe,,2016-05,46
Italy,Europe,,2016-05,26
Netherlands,Europe,,2016-05,14
Switzerland,Europe,,2016-05,3
Spain,Europe,,2016-05,30
United Kingdom,Europe,,2016-05,38
Austria,Europe,,2016-05,9
Greece,Europe,,2016-05,4
Sweden,Europe,,2016-05,14
Russian Federation,Europe,,2016-05,85
"Others, Europe",Europe,,2016-05,125
Australia,Oceania,,2016-05,64
New Zealand,Oceania,,2016-05,3
"Others, Oceania",Oceania,,2016-05,2
S. Africa,Africa,,2016-05,13
"Others, Africa",Africa,,2016-05,23
"Others, America",America,,2016-05,20
Unstated,,,2016-05,0
Argentina,America,,2016-05,16
Indonesia,Asia,Southeast Asia,2016-05,138
"Korea,Republic of",Asia,,2016-05,324
India,Asia,,2016-05,92
Middle East,Asia,,2016-05,96
Malaysia,Asia,Southeast Asia,2016-05,168
Singapore,Asia,Southeast Asia,2016-05,103
Brazil,America,,2016-05,24
Philippines,Asia,Southeast Asia,2016-05,50
Thailand,Asia,Southeast Asia,2016-05,108
Vietnam,Asia,Southeast Asia,2016-05,91
"Others, Southeast Asia",Asia,Southeast Asia,2016-05,10
"Others, Asia",Asia,,2016-05,39
Canada,America,,2016-05,24
HongKong. Macao,Asia,,2016-05,22
United States of America,America,,2016-05,101
Mexico,America,,2016-05,5
Japan,Asia,,2016-05,159
Mainland China,Asia,,2016-05,15
"Others, Southeast Asia",Asia,Southeast Asia,2016-06,20
"Others, Asia",Asia,,2016-06,25
Vietnam,Asia,Southeast Asia,2016-06,31
Middle East,Asia,,2016-06,36
Malaysia,Asia,Southeast Asia,2016-06,274
Indonesia,Asia,Southeast Asia,2016-06,99
Canada,America,,2016-06,15
Mainland China,Asia,,2016-06,3
HongKong. Macao,Asia,,2016-06,27
Philippines,Asia,Southeast Asia,2016-06,152
United States of America,America,,2016-06,49
Thailand,Asia,Southeast Asia,2016-06,117
Brazil,America,,2016-06,5
Singapore,Asia,Southeast Asia,2016-06,182
Mexico,America,,2016-06,0
Unstated,,,2016-06,0
"Others, Africa",Africa,,2016-06,15
S. Africa,Africa,,2016-06,1
"Others, Oceania",Oceania,,2016-06,0
New Zealand,Oceania,,2016-06,3
"Korea,Republic of",Asia,,2016-06,395
"Others, Europe",Europe,,2016-06,41
Russian Federation,Europe,,2016-06,20
Sweden,Europe,,2016-06,4
Japan,Asia,,2016-06,200
India,Asia,,2016-06,45
Austria,Europe,,2016-06,2
Argentina,America,,2016-06,0
Greece,Europe,,2016-06,3
"Others, America",America,,2016-06,28
Belgium,Europe,,2016-06,1
France,Europe,,2016-06,29
Germany,Europe,,2016-06,23
Australia,Oceania,,2016-06,44
Netherlands,Europe,,2016-06,3
United Kingdom,Europe,,2016-06,10
Spain,Europe,,2016-06,8
Switzerland,Europe,,2016-06,3
Italy,Europe,,2016-06,14
"Others, America",America,,2016-07,0
Argentina,America,,2016-07,0
Brazil,America,,2016-07,0
Mexico,America,,2016-07,0
United States of America,America,,2016-07,33
Canada,America,,2016-07,14
"Others, Asia",Asia,,2016-07,3
Vietnam,Asia,Southeast Asia,2016-07,14
Thailand,Asia,Southeast Asia,2016-07,17
Philippines,Asia,Southeast Asia,2016-07,9
Indonesia,Asia,Southeast Asia,2016-07,62
Singapore,Asia,Southeast Asia,2016-07,23
Malaysia,Asia,Southeast Asia,2016-07,44
Middle East,Asia,,2016-07,24
"Others, Southeast Asia",Asia,Southeast Asia,2016-07,3
Belgium,Europe,,2016-07,2
Germany,Europe,,2016-07,3
Italy,Europe,,2016-07,4
"Others, Europe",Europe,,2016-07,28
Russian Federation,Europe,,2016-07,8
Australia,Oceania,,2016-07,14
New Zealand,Oceania,,2016-07,2
"Others, Oceania",Oceania,,2016-07,6
S. Africa,Africa,,2016-07,0
France,Europe,,2016-07,24
"Others, Africa",Africa,,2016-07,4
Sweden,Europe,,2016-07,0
Greece,Europe,,2016-07,1
Austria,Europe,,2016-07,0
United Kingdom,Europe,,2016-07,14
Spain,Europe,,2016-07,4
Netherlands,Europe,,2016-07,3
HongKong. Macao,Asia,,2016-07,6
Switzerland,Europe,,2016-07,2
"Korea,Republic of",Asia,,2016-07,213
Unstated,,,2016-07,0
India,Asia,,2016-07,3
Japan,Asia,,2016-07,70
Mainland China,Asia,,2016-07,5
Vietnam,Asia,Southeast Asia,2016-08,18
"Korea,Republic of",Asia,,2016-08,331
India,Asia,,2016-08,79
Middle East,Asia,,2016-08,37
Malaysia,Asia,Southeast Asia,2016-08,103
Singapore,Asia,Southeast Asia,2016-08,73
Indonesia,Asia,Southeast Asia,2016-08,49
Philippines,Asia,Southeast Asia,2016-08,54
HongKong. Macao,Asia,,2016-08,7
Mainland China,Asia,,2016-08,7
Brazil,America,,2016-08,0
Mexico,America,,2016-08,7
United States of America,America,,2016-08,29
Canada,America,,2016-08,8
"Others, Asia",Asia,,2016-08,28
"Others, Southeast Asia",Asia,Southeast Asia,2016-08,12
Thailand,Asia,Southeast Asia,2016-08,84
Argentina,America,,2016-08,0
Japan,Asia,,2016-08,100
Austria,Europe,,2016-08,2
"Others, Oceania",Oceania,,2016-08,3
S. Africa,Africa,,2016-08,0
"Others, Africa",Africa,,2016-08,26
"Others, America",America,,2016-08,5
"Others, Europe",Europe,,2016-08,24
Russian Federation,Europe,,2016-08,15
Sweden,Europe,,2016-08,3
Greece,Europe,,2016-08,2
New Zealand,Oceania,,2016-08,4
Australia,Oceania,,2016-08,15
Spain,Europe,,2016-08,4
Switzerland,Europe,,2016-08,4
Netherlands,Europe,,2016-08,3
Italy,Europe,,2016-08,10
Germany,Europe,,2016-08,16
France,Europe,,2016-08,6
Belgium,Europe,,2016-08,4
Unstated,,,2016-08,0
United Kingdom,Europe,,2016-08,13
Austria,Europe,,2016-09,2
United Kingdom,Europe,,2016-09,8
Unstated,,,2016-09,0
"Others, Oceania",Oceania,,2016-09,0
Sweden,Europe,,2016-09,1
Russian Federation,Europe,,2016-09,7
"Others, Europe",Europe,,2016-09,37
Australia,Oceania,,2016-09,28
New Zealand,Oceania,,2016-09,1
S. Africa,Africa,,2016-09,0
"Others, Africa",Africa,,2016-09,0
Greece,Europe,,2016-09,0
Belgium,Europe,,2016-09,1
France,Europe,,2016-09,12
Canada,America,,2016-09,2
Singapore,Asia,Southeast Asia,2016-09,116
Indonesia,Asia,Southeast Asia,2016-09,27
Philippines,Asia,Southeast Asia,2016-09,36
Thailand,Asia,Southeast Asia,2016-09,62
Vietnam,Asia,Southeast Asia,2016-09,9
"Others, Southeast Asia",Asia,Southeast Asia,2016-09,7
"Others, Asia",Asia,,2016-09,7
HongKong. Macao,Asia,,2016-09,13
United States of America,America,,2016-09,45
Mexico,America,,2016-09,0
Malaysia,Asia,Southeast Asia,2016-09,98
Brazil,America,,2016-09,0
"Others, America",America,,2016-09,1
Spain,Europe,,2016-09,5
Switzerland,Europe,,2016-09,3
Netherlands,Europe,,2016-09,9
Italy,Europe,,2016-09,9
India,Asia,,2016-09,17
Germany,Europe,,2016-09,19
"Korea,Republic of",Asia,,2016-09,287
Japan,Asia,,2016-09,79
Mainland China,Asia,,2016-09,3
Argentina,America,,2016-09,4
Middle East,Asia,,2016-09,14
Argentina,America,,2016-10,8
Sweden,Europe,,2016-10,11
Russian Federation,Europe,,2016-10,47
"Others, Europe",Europe,,2016-10,112
Unstated,,,2016-10,0
HongKong. Macao,Asia,,2016-10,33
Mainland China,Asia,,2016-10,13
Japan,Asia,,2016-10,108
"Others, America",America,,2016-10,21
Belgium,Europe,,2016-10,12
Mexico,America,,2016-10,12
Germany,Europe,,2016-10,48
Italy,Europe,,2016-10,37
United States of America,America,,2016-10,70
Netherlands,Europe,,2016-10,7
Switzerland,Europe,,2016-10,9
Spain,Europe,,2016-10,29
United Kingdom,Europe,,2016-10,46
Austria,Europe,,2016-10,6
Greece,Europe,,2016-10,0
"Others, Africa",Africa,,2016-10,11
Canada,America,,2016-10,21
"Others, Asia",Asia,,2016-10,24
"Others, Southeast Asia",Asia,Southeast Asia,2016-10,6
Vietnam,Asia,Southeast Asia,2016-10,30
Thailand,Asia,Southeast Asia,2016-10,79
Philippines,Asia,Southeast Asia,2016-10,30
Indonesia,Asia,Southeast Asia,2016-10,48
S. Africa,Africa,,2016-10,8
"Others, Oceania",Oceania,,2016-10,1
New Zealand,Oceania,,2016-10,6
Australia,Oceania,,2016-10,44
Singapore,Asia,Southeast Asia,2016-10,66
Malaysia,Asia,Southeast Asia,2016-10,110
Middle East,Asia,,2016-10,59
India,Asia,,2016-10,76
"Korea,Republic of",Asia,,2016-10,258
Brazil,America,,2016-10,18
France,Europe,,2016-10,45
Indonesia,Asia,Southeast Asia,2016-11,68
"Others, Africa",Africa,,2016-11,7
Japan,Asia,,2016-11,150
"Korea,Republic of",Asia,,2016-11,228
India,Asia,,2016-11,50
Malaysia,Asia,Southeast Asia,2016-11,194
Singapore,Asia,Southeast Asia,2016-11,85
Philippines,Asia,Southeast Asia,2016-11,35
Thailand,Asia,Southeast Asia,2016-11,58
Vietnam,Asia,Southeast Asia,2016-11,46
"Others, Southeast Asia",Asia,Southeast Asia,2016-11,1
"Others, Asia",Asia,,2016-11,13
Canada,America,,2016-11,4
Mainland China,Asia,,2016-11,9
United States of America,America,,2016-11,40
Brazil,America,,2016-11,0
Argentina,America,,2016-11,0
"Others, America",America,,2016-11,27
Belgium,Europe,,2016-11,8
France,Europe,,2016-11,19
Germany,Europe,,2016-11,20
Italy,Europe,,2016-11,38
Netherlands,Europe,,2016-11,10
Switzerland,Europe,,2016-11,5
Spain,Europe,,2016-11,13
Unstated,,,2016-11,0
Mexico,America,,2016-11,6
HongKong. Macao,Asia,,2016-11,22
Middle East,Asia,,2016-11,9
Greece,Europe,,2016-11,2
S. Africa,Africa,,2016-11,4
"Others, Oceania",Oceania,,2016-11,6
New Zealand,Oceania,,2016-11,2
Australia,Oceania,,2016-11,18
"Others, Europe",Europe,,2016-11,24
United Kingdom,Europe,,2016-11,24
Austria,Europe,,2016-11,1
Russian Federation,Europe,,2016-11,41
Sweden,Europe,,2016-11,1
"Others, America",America,,2016-12,1
Belgium,Europe,,2016-12,2
France,Europe,,2016-12,29
Germany,Europe,,2016-12,4
Brazil,America,,2016-12,0
Italy,Europe,,2016-12,3
HongKong. Macao,Asia,,2016-12,1
Switzerland,Europe,,2016-12,1
Spain,Europe,,2016-12,3
United Kingdom,Europe,,2016-12,6
Austria,Europe,,2016-12,0
Greece,Europe,,2016-12,0
Sweden,Europe,,2016-12,3
Russian Federation,Europe,,2016-12,2
Mainland China,Asia,,2016-12,3
Japan,Asia,,2016-12,74
Singapore,Asia,Southeast Asia,2016-12,24
India,Asia,,2016-12,3
Middle East,Asia,,2016-12,3
Malaysia,Asia,Southeast Asia,2016-12,72
Mexico,America,,2016-12,0
Indonesia,Asia,Southeast Asia,2016-12,28
Philippines,Asia,Southeast Asia,2016-12,29
Thailand,Asia,Southeast Asia,2016-12,51
"Others, Europe",Europe,,2016-12,11
Vietnam,Asia,Southeast Asia,2016-12,12
"Others, Southeast Asia",Asia,Southeast Asia,2016-12,9
"Others, Asia",Asia,,2016-12,18
Canada,America,,2016-12,6
United States of America,America,,2016-12,17
Argentina,America,,2016-12,0
"Korea,Republic of",Asia,,2016-12,204
Australia,Oceania,,2016-12,2
Netherlands,Europe,,2016-12,1
"Others, Oceania",Oceania,,2016-12,1
S. Africa,Africa,,2016-12,0
"Others, Africa",Africa,,2016-12,1
Unstated,,,2016-12,0
New Zealand,Oceania,,2016-12,0
"Others, America",America,,2017-01,0
Argentina,America,,2017-01,1
Brazil,America,,2017-01,0
Mexico,America,,2017-01,0
United States of America,America,,2017-01,12
Canada,America,,2017-01,1
Vietnam,Asia,Southeast Asia,2017-01,0
"Others, Southeast Asia",Asia,Southeast Asia,2017-01,0
Belgium,Europe,,2017-01,1
Philippines,Asia,Southeast Asia,2017-01,0
Indonesia,Asia,Southeast Asia,2017-01,18
Singapore,Asia,Southeast Asia,2017-01,21
Malaysia,Asia,Southeast Asia,2017-01,24
"Others, Asia",Asia,,2017-01,33
France,Europe,,2017-01,17
Italy,Europe,,2017-01,3
Middle East,Asia,,2017-01,1
Unstated,,,2017-01,0
"Others, Africa",Africa,,2017-01,1
S. Africa,Africa,,2017-01,0
"Others, Oceania",Oceania,,2017-01,1
New Zealand,Oceania,,2017-01,0
Australia,Oceania,,2017-01,1
Germany,Europe,,2017-01,5
"Others, Europe",Europe,,2017-01,3
Greece,Europe,,2017-01,0
Austria,Europe,,2017-01,2
United Kingdom,Europe,,2017-01,9
Spain,Europe,,2017-01,1
Switzerland,Europe,,2017-01,0
Netherlands,Europe,,2017-01,4
Sweden,Europe,,2017-01,0
India,Asia,,2017-01,1
Thailand,Asia,Southeast Asia,2017-01,13
Japan,Asia,,2017-01,44
"Korea,Republic of",Asia,,2017-01,243
Russian Federation,Europe,,2017-01,0
Mainland China,Asia,,2017-01,2
HongKong. Macao,Asia,,2017-01,5
Philippines,Asia,Southeast Asia,2017-02,10
Australia,Oceania,,2017-02,11
New Zealand,Oceania,,2017-02,3
"Others, Oceania",Oceania,,2017-02,0
S. Africa,Africa,,2017-02,2
"Others, Africa",Africa,,2017-02,4
Unstated,,,2017-02,1
Indonesia,Asia,Southeast Asia,2017-02,7
Singapore,Asia,Southeast Asia,2017-02,13
Malaysia,Asia,Southeast Asia,2017-02,28
Middle East,Asia,,2017-02,4
India,Asia,,2017-02,3
"Korea,Republic of",Asia,,2017-02,185
Japan,Asia,,2017-02,28
Mainland China,Asia,,2017-02,2
HongKong. Macao,Asia,,2017-02,13
Sweden,Europe,,2017-02,0
Greece,Europe,,2017-02,0
"Others, Europe",Europe,,2017-02,13
United Kingdom,Europe,,2017-02,19
Thailand,Asia,Southeast Asia,2017-02,53
Vietnam,Asia,Southeast Asia,2017-02,6
"Others, Southeast Asia",Asia,Southeast Asia,2017-02,1
"Others, Asia",Asia,,2017-02,2
Austria,Europe,,2017-02,0
United States of America,America,,2017-02,27
Mexico,America,,2017-02,5
Brazil,America,,2017-02,0
Canada,America,,2017-02,9
"Others, America",America,,2017-02,13
Argentina,America,,2017-02,0
Spain,Europe,,2017-02,0
Switzerland,Europe,,2017-02,5
Netherlands,Europe,,2017-02,0
Russian Federation,Europe,,2017-02,1
Germany,Europe,,2017-02,6
France,Europe,,2017-02,14
Belgium,Europe,,2017-02,2
Italy,Europe,,2017-02,4
HongKong. Macao,Asia,,2017-03,20
Mainland China,Asia,,2017-03,26
Japan,Asia,,2017-03,155
"Korea,Republic of",Asia,,2017-03,376
India,Asia,,2017-03,164
Middle East,Asia,,2017-03,133
S. Africa,Africa,,2017-03,21
"Others, Africa",Africa,,2017-03,21
"Others, Asia",Asia,,2017-03,38
Indonesia,Asia,Southeast Asia,2017-03,166
Philippines,Asia,Southeast Asia,2017-03,89
Thailand,Asia,Southeast Asia,2017-03,288
Vietnam,Asia,Southeast Asia,2017-03,64
"Others, Southeast Asia",Asia,Southeast Asia,2017-03,7
Canada,America,,2017-03,33
United States of America,America,,2017-03,87
Mexico,America,,2017-03,15
Brazil,America,,2017-03,14
Malaysia,Asia,Southeast Asia,2017-03,357
"Others, America",America,,2017-03,24
Belgium,Europe,,2017-03,10
France,Europe,,2017-03,42
Germany,Europe,,2017-03,60
Argentina,America,,2017-03,7
Netherlands,Europe,,2017-03,25
Unstated,,,2017-03,0
"Others, Oceania",Oceania,,2017-03,4
Italy,Europe,,2017-03,92
Australia,Oceania,,2017-03,100
"Others, Europe",Europe,,2017-03,199
Russian Federation,Europe,,2017-03,121
New Zealand,Oceania,,2017-03,17
Greece,Europe,,2017-03,2
Austria,Europe,,2017-03,5
United Kingdom,Europe,,2017-03,65
Spain,Europe,,2017-03,38
Switzerland,Europe,,2017-03,15
Sweden,Europe,,2017-03,4
Singapore,Asia,Southeast Asia,2017-03,167
Singapore,Asia,Southeast Asia,2017-04,125
Malaysia,Asia,Southeast Asia,2017-04,227
Germany,Europe,,2017-04,10
Middle East,Asia,,2017-04,36
India,Asia,,2017-04,52
"Korea,Republic of",Asia,,2017-04,206
Japan,Asia,,2017-04,193
Mainland China,Asia,,2017-04,5
France,Europe,,2017-04,21
Greece,Europe,,2017-04,0
Austria,Europe,,2017-04,1
United Kingdom,Europe,,2017-04,7
Spain,Europe,,2017-04,18
Switzerland,Europe,,2017-04,0
Netherlands,Europe,,2017-04,15
Italy,Europe,,2017-04,17
Indonesia,Asia,Southeast Asia,2017-04,86
HongKong. Macao,Asia,,2017-04,19
Philippines,Asia,Southeast Asia,2017-04,72
New Zealand,Oceania,,2017-04,10
Vietnam,Asia,Southeast Asia,2017-04,39
Argentina,America,,2017-04,2
Brazil,America,,2017-04,1
Unstated,,,2017-04,2
"Others, Africa",Africa,,2017-04,22
S. Africa,Africa,,2017-04,0
Thailand,Asia,Southeast Asia,2017-04,158
"Others, Oceania",Oceania,,2017-04,1
"Others, America",America,,2017-04,23
Belgium,Europe,,2017-04,3
"Others, Europe",Europe,,2017-04,48
Russian Federation,Europe,,2017-04,38
Sweden,Europe,,2017-04,6
Mexico,America,,2017-04,5
United States of America,America,,2017-04,40
Canada,America,,2017-04,13
"Others, Asia",Asia,,2017-04,40
"Others, Southeast Asia",Asia,Southeast Asia,2017-04,16
Australia,Oceania,,2017-04,53
"Korea,Republic of",Asia,,2017-05,509
India,Asia,,2017-05,126
HongKong. Macao,Asia,,2017-05,25
Mainland China,Asia,,2017-05,5
Middle East,Asia,,2017-05,129
Japan,Asia,,2017-05,198
Malaysia,Asia,Southeast Asia,2017-05,195
Mexico,America,,2017-05,12
Indonesia,Asia,Southeast Asia,2017-05,164
Canada,America,,2017-05,23
"Others, Asia",Asia,,2017-05,56
"Others, Southeast Asia",Asia,Southeast Asia,2017-05,7
Vietnam,Asia,Southeast Asia,2017-05,78
Unstated,,,2017-05,0
"Others, Africa",Africa,,2017-05,11
S. Africa,Africa,,2017-05,7
"Others, Oceania",Oceania,,2017-05,3
New Zealand,Oceania,,2017-05,7
Australia,Oceania,,2017-05,72
"Others, Europe",Europe,,2017-05,139
Russian Federation,Europe,,2017-05,94
Sweden,Europe,,2017-05,18
Singapore,Asia,Southeast Asia,2017-05,86
Greece,Europe,,2017-05,1
Spain,Europe,,2017-05,38
Switzerland,Europe,,2017-05,2
Netherlands,Europe,,2017-05,11
Italy,Europe,,2017-05,38
Germany,Europe,,2017-05,59
France,Europe,,2017-05,44
Belgium,Europe,,2017-05,5
"Others, America",America,,2017-05,18
Argentina,America,,2017-05,7
Brazil,America,,2017-05,8
Thailand,Asia,Southeast Asia,2017-05,193
Philippines,Asia,Southeast Asia,2017-05,69
United States of America,America,,2017-05,90
Austria,Europe,,2017-05,4
United Kingdom,Europe,,2017-05,31
Malaysia,Asia,Southeast Asia,2017-06,206
