Residence,Region,Sub-Region,Period,Medical Treatment
Philippines,Asia,Southeast Asia,2017-02,30
Australia,Oceania,,2017-02,9
New Zealand,Oceania,,2017-02,2
"Others, Oceania",Oceania,,2017-02,53
S. Africa,Africa,,2017-02,0
"Others, Africa",Africa,,2017-02,1
Unstated,,,2017-02,1
Indonesia,Asia,Southeast Asia,2017-02,49
Singapore,Asia,Southeast Asia,2017-02,19
Malaysia,Asia,Southeast Asia,2017-02,66
Middle East,Asia,,2017-02,0
India,Asia,,2017-02,1
"Korea,Republic of",Asia,,2017-02,12
Japan,Asia,,2017-02,6
Mainland China,Asia,,2017-02,1032
HongKong. Macao,Asia,,2017-02,182
Sweden,Europe,,2017-02,0
Greece,Europe,,2017-02,0
"Others, Europe",Europe,,2017-02,1
United Kingdom,Europe,,2017-02,0
Thailand,Asia,Southeast Asia,2017-02,12
Vietnam,Asia,Southeast Asia,2017-02,11
"Others, Southeast Asia",Asia,Southeast Asia,2017-02,75
"Others, Asia",Asia,,2017-02,15
Austria,Europe,,2017-02,0
United States of America,America,,2017-02,28
Mexico,America,,2017-02,0
Brazil,America,,2017-02,0
Canada,America,,2017-02,5
"Others, America",America,,2017-02,0
Argentina,America,,2017-02,0
Spain,Europe,,2017-02,1
Switzerland,Europe,,2017-02,0
Netherlands,Europe,,2017-02,1
Russian Federation,Europe,,2017-02,0
Germany,Europe,,2017-02,1
France,Europe,,2017-02,1
Belgium,Europe,,2017-02,0
Italy,Europe,,2017-02,1
HongKong. Macao,Asia,,2017-03,263
Mainland China,Asia,,2017-03,1713
Japan,Asia,,2017-03,13
"Korea,Republic of",Asia,,2017-03,4
India,Asia,,2017-03,3
Middle East,Asia,,2017-03,4
S. Africa,Africa,,2017-03,0
"Others, Africa",Africa,,2017-03,1
"Others, Asia",Asia,,2017-03,18
Indonesia,Asia,Southeast Asia,2017-03,51
Philippines,Asia,Southeast Asia,2017-03,30
Thailand,Asia,Southeast Asia,2017-03,7
Vietnam,Asia,Southeast Asia,2017-03,23
"Others, Southeast Asia",Asia,Southeast Asia,2017-03,124
Canada,America,,2017-03,14
United States of America,America,,2017-03,34
Mexico,America,,2017-03,0
Brazil,America,,2017-03,0
Malaysia,Asia,Southeast Asia,2017-03,79
"Others, America",America,,2017-03,1
Belgium,Europe,,2017-03,0
France,Europe,,2017-03,1
Germany,Europe,,2017-03,3
Argentina,America,,2017-03,0
Netherlands,Europe,,2017-03,3
Unstated,,,2017-03,0
"Others, Oceania",Oceania,,2017-03,41
Italy,Europe,,2017-03,0
Australia,Oceania,,2017-03,6
"Others, Europe",Europe,,2017-03,1
Russian Federation,Europe,,2017-03,0
New Zealand,Oceania,,2017-03,1
Greece,Europe,,2017-03,0
Austria,Europe,,2017-03,0
United Kingdom,Europe,,2017-03,1
Spain,Europe,,2017-03,0
Switzerland,Europe,,2017-03,0
Sweden,Europe,,2017-03,1
Singapore,Asia,Southeast Asia,2017-03,19
Singapore,Asia,Southeast Asia,2017-04,9
Malaysia,Asia,Southeast Asia,2017-04,60
Germany,Europe,,2017-04,2
Middle East,Asia,,2017-04,3
India,Asia,,2017-04,3
"Korea,Republic of",Asia,,2017-04,9
Japan,Asia,,2017-04,6
Mainland China,Asia,,2017-04,1594
France,Europe,,2017-04,1
Greece,Europe,,2017-04,0
Austria,Europe,,2017-04,0
United Kingdom,Europe,,2017-04,3
Spain,Europe,,2017-04,1
Switzerland,Europe,,2017-04,1
Netherlands,Europe,,2017-04,0
Italy,Europe,,2017-04,0
Indonesia,Asia,Southeast Asia,2017-04,47
HongKong. Macao,Asia,,2017-04,265
Philippines,Asia,Southeast Asia,2017-04,18
New Zealand,Oceania,,2017-04,3
Vietnam,Asia,Southeast Asia,2017-04,17
Argentina,America,,2017-04,3
Brazil,America,,2017-04,0
Unstated,,,2017-04,1
"Others, Africa",Africa,,2017-04,0
S. Africa,Africa,,2017-04,0
Thailand,Asia,Southeast Asia,2017-04,8
"Others, Oceania",Oceania,,2017-04,57
"Others, America",America,,2017-04,0
Belgium,Europe,,2017-04,2
"Others, Europe",Europe,,2017-04,1
Russian Federation,Europe,,2017-04,0
Sweden,Europe,,2017-04,0
Mexico,America,,2017-04,0
United States of America,America,,2017-04,39
Canada,America,,2017-04,9
"Others, Asia",Asia,,2017-04,24
"Others, Southeast Asia",Asia,Southeast Asia,2017-04,119
Australia,Oceania,,2017-04,8
"Korea,Republic of",Asia,,2017-05,11
India,Asia,,2017-05,9
HongKong. Macao,Asia,,2017-05,244
Mainland China,Asia,,2017-05,1740
Middle East,Asia,,2017-05,1
Japan,Asia,,2017-05,14
Malaysia,Asia,Southeast Asia,2017-05,64
Mexico,America,,2017-05,0
Indonesia,Asia,Southeast Asia,2017-05,44
Canada,America,,2017-05,13
"Others, Asia",Asia,,2017-05,29
"Others, Southeast Asia",Asia,Southeast Asia,2017-05,127
Vietnam,Asia,Southeast Asia,2017-05,20
Unstated,,,2017-05,1
"Others, Africa",Africa,,2017-05,1
S. Africa,Africa,,2017-05,0
"Others, Oceania",Oceania,,2017-05,29
New Zealand,Oceania,,2017-05,0
Australia,Oceania,,2017-05,8
"Others, Europe",Europe,,2017-05,3
Russian Federation,Europe,,2017-05,0
Sweden,Europe,,2017-05,0
Singapore,Asia,Southeast Asia,2017-05,18
Greece,Europe,,2017-05,0
Spain,Europe,,2017-05,0
Switzerland,Europe,,2017-05,2
Netherlands,Europe,,2017-05,0
Italy,Europe,,2017-05,0
Germany,Europe,,2017-05,1
France,Europe,,2017-05,1
Belgium,Europe,,2017-05,0
"Others, America",America,,2017-05,0
Argentina,America,,2017-05,0
Brazil,America,,2017-05,0
Thailand,Asia,Southeast Asia,2017-05,12
Philippines,Asia,Southeast Asia,2017-05,40
United States of America,America,,2017-05,36
Austria,Europe,,2017-05,0
United Kingdom,Europe,,2017-05,1
Malaysia,Asia,Southeast Asia,2017-06,92
S. Africa,Africa,,2017-06,0
United States of America,America,,2017-06,30
Canada,America,,2017-06,8
"Others, Asia",Asia,,2017-06,11
"Others, Southeast Asia",Asia,Southeast Asia,2017-06,103
Vietnam,Asia,Southeast Asia,2017-06,22
Thailand,Asia,Southeast Asia,2017-06,13
Philippines,Asia,Southeast Asia,2017-06,55
Indonesia,Asia,Southeast Asia,2017-06,44
Singapore,Asia,Southeast Asia,2017-06,14
India,Asia,,2017-06,2
"Korea,Republic of",Asia,,2017-06,10
Unstated,,,2017-06,0
Japan,Asia,,2017-06,15
Mainland China,Asia,,2017-06,1521
HongKong. Macao,Asia,,2017-06,282
Mexico,America,,2017-06,1
"Others, Africa",Africa,,2017-06,2
Brazil,America,,2017-06,0
"Others, America",America,,2017-06,0
"Others, Oceania",Oceania,,2017-06,50
New Zealand,Oceania,,2017-06,0
Australia,Oceania,,2017-06,8
"Others, Europe",Europe,,2017-06,3
Russian Federation,Europe,,2017-06,0
Sweden,Europe,,2017-06,0
Greece,Europe,,2017-06,0
Argentina,America,,2017-06,0
Austria,Europe,,2017-06,0
Spain,Europe,,2017-06,6
Switzerland,Europe,,2017-06,0
Netherlands,Europe,,2017-06,0
Italy,Europe,,2017-06,1
Germany,Europe,,2017-06,3
France,Europe,,2017-06,1
Belgium,Europe,,2017-06,0
United Kingdom,Europe,,2017-06,2
Middle East,Asia,,2017-06,5
Unstated,,,2017-07,0
France,Europe,,2017-07,0
"Others, Africa",Africa,,2017-07,2
S. Africa,Africa,,2017-07,0
New Zealand,Oceania,,2017-07,4
Germany,Europe,,2017-07,1
Indonesia,Asia,Southeast Asia,2017-07,50
Philippines,Asia,Southeast Asia,2017-07,49
Thailand,Asia,Southeast Asia,2017-07,12
Vietnam,Asia,Southeast Asia,2017-07,19
"Others, Southeast Asia",Asia,Southeast Asia,2017-07,90
"Others, Asia",Asia,,2017-07,14
Singapore,Asia,Southeast Asia,2017-07,11
"Others, Oceania",Oceania,,2017-07,56
Russian Federation,Europe,,2017-07,0
"Others, America",America,,2017-07,0
Argentina,America,,2017-07,1
Brazil,America,,2017-07,0
Mexico,America,,2017-07,0
United States of America,America,,2017-07,34
Belgium,Europe,,2017-07,0
Malaysia,Asia,Southeast Asia,2017-07,70
Canada,America,,2017-07,10
India,Asia,,2017-07,0
Middle East,Asia,,2017-07,6
Australia,Oceania,,2017-07,9
"Others, Europe",Europe,,2017-07,1
Sweden,Europe,,2017-07,1
Greece,Europe,,2017-07,0
Austria,Europe,,2017-07,0
Spain,Europe,,2017-07,0
United Kingdom,Europe,,2017-07,2
Switzerland,Europe,,2017-07,0
Netherlands,Europe,,2017-07,0
Italy,Europe,,2017-07,2
HongKong. Macao,Asia,,2017-07,237
Mainland China,Asia,,2017-07,1954
Japan,Asia,,2017-07,14
"Korea,Republic of",Asia,,2017-07,6
Italy,Europe,,2017-08,1
Austria,Europe,,2017-08,0
Netherlands,Europe,,2017-08,4
Switzerland,Europe,,2017-08,0
Spain,Europe,,2017-08,0
United Kingdom,Europe,,2017-08,0
France,Europe,,2017-08,0
Greece,Europe,,2017-08,0
"Others, Africa",Africa,,2017-08,1
Russian Federation,Europe,,2017-08,0
"Others, Europe",Europe,,2017-08,1
Australia,Oceania,,2017-08,6
New Zealand,Oceania,,2017-08,5
"Others, Oceania",Oceania,,2017-08,16
S. Africa,Africa,,2017-08,0
Unstated,,,2017-08,0
Belgium,Europe,,2017-08,0
Sweden,Europe,,2017-08,0
"Others, America",America,,2017-08,0
Germany,Europe,,2017-08,1
Brazil,America,,2017-08,0
Argentina,America,,2017-08,0
Mainland China,Asia,,2017-08,2260
Japan,Asia,,2017-08,15
"Korea,Republic of",Asia,,2017-08,4
India,Asia,,2017-08,3
Middle East,Asia,,2017-08,6
Malaysia,Asia,Southeast Asia,2017-08,81
Singapore,Asia,Southeast Asia,2017-08,18
Indonesia,Asia,Southeast Asia,2017-08,45
HongKong. Macao,Asia,,2017-08,256
Thailand,Asia,Southeast Asia,2017-08,11
Vietnam,Asia,Southeast Asia,2017-08,25
"Others, Southeast Asia",Asia,Southeast Asia,2017-08,51
"Others, Asia",Asia,,2017-08,6
Canada,America,,2017-08,3
United States of America,America,,2017-08,28
Mexico,America,,2017-08,0
Philippines,Asia,Southeast Asia,2017-08,41
S. Africa,Africa,,2017-09,0
"Others, Oceania",Oceania,,2017-09,47
New Zealand,Oceania,,2017-09,2
Belgium,Europe,,2017-09,0
Australia,Oceania,,2017-09,4
"Others, Europe",Europe,,2017-09,2
Russian Federation,Europe,,2017-09,0
Sweden,Europe,,2017-09,0
United Kingdom,Europe,,2017-09,3
Austria,Europe,,2017-09,0
Spain,Europe,,2017-09,0
France,Europe,,2017-09,3
Germany,Europe,,2017-09,3
Switzerland,Europe,,2017-09,0
Italy,Europe,,2017-09,0
"Others, Africa",Africa,,2017-09,1
Netherlands,Europe,,2017-09,0
Greece,Europe,,2017-09,0
Unstated,,,2017-09,0
Vietnam,Asia,Southeast Asia,2017-09,13
Argentina,America,,2017-09,0
HongKong. Macao,Asia,,2017-09,261
Mainland China,Asia,,2017-09,1867
Japan,Asia,,2017-09,16
"Korea,Republic of",Asia,,2017-09,1
India,Asia,,2017-09,3
Middle East,Asia,,2017-09,3
"Others, America",America,,2017-09,0
Singapore,Asia,Southeast Asia,2017-09,9
Malaysia,Asia,Southeast Asia,2017-09,77
Philippines,Asia,Southeast Asia,2017-09,50
Thailand,Asia,Southeast Asia,2017-09,7
"Others, Southeast Asia",Asia,Southeast Asia,2017-09,56
"Others, Asia",Asia,,2017-09,19
Canada,America,,2017-09,12
United States of America,America,,2017-09,27
Mexico,America,,2017-09,0
Brazil,America,,2017-09,0
Indonesia,Asia,Southeast Asia,2017-09,64
S. Africa,Africa,,2017-10,0
Unstated,,,2017-10,0
"Others, Africa",Africa,,2017-10,0
"Others, Oceania",Oceania,,2017-10,35
Indonesia,Asia,Southeast Asia,2017-10,62
Australia,Oceania,,2017-10,5
HongKong. Macao,Asia,,2017-10,218
Japan,Asia,,2017-10,13
"Korea,Republic of",Asia,,2017-10,2
India,Asia,,2017-10,3
Middle East,Asia,,2017-10,1
Malaysia,Asia,Southeast Asia,2017-10,69
Singapore,Asia,Southeast Asia,2017-10,21
Philippines,Asia,Southeast Asia,2017-10,64
Thailand,Asia,Southeast Asia,2017-10,7
Vietnam,Asia,Southeast Asia,2017-10,35
"Others, Southeast Asia",Asia,Southeast Asia,2017-10,36
"Others, Asia",Asia,,2017-10,30
Canada,America,,2017-10,7
United States of America,America,,2017-10,53
Mexico,America,,2017-10,0
Brazil,America,,2017-10,0
Argentina,America,,2017-10,0
"Others, Europe",Europe,,2017-10,0
Russian Federation,Europe,,2017-10,1
Sweden,Europe,,2017-10,0
Greece,Europe,,2017-10,0
Austria,Europe,,2017-10,1
United Kingdom,Europe,,2017-10,2
New Zealand,Oceania,,2017-10,0
Spain,Europe,,2017-10,0
Netherlands,Europe,,2017-10,0
Italy,Europe,,2017-10,0
Germany,Europe,,2017-10,3
France,Europe,,2017-10,1
Belgium,Europe,,2017-10,0
"Others, America",America,,2017-10,0
Switzerland,Europe,,2017-10,0
Mainland China,Asia,,2017-10,2626
HongKong. Macao,Asia,,2017-11,295
Unstated,,,2017-11,0
France,Europe,,2017-11,1
Germany,Europe,,2017-11,1
Italy,Europe,,2017-11,0
Netherlands,Europe,,2017-11,0
Switzerland,Europe,,2017-11,0
Spain,Europe,,2017-11,0
United Kingdom,Europe,,2017-11,2
Belgium,Europe,,2017-11,0
Austria,Europe,,2017-11,0
Sweden,Europe,,2017-11,0
Russian Federation,Europe,,2017-11,1
"Others, Europe",Europe,,2017-11,1
Australia,Oceania,,2017-11,7
New Zealand,Oceania,,2017-11,0
"Others, Oceania",Oceania,,2017-11,31
S. Africa,Africa,,2017-11,0
Greece,Europe,,2017-11,0
"Others, America",America,,2017-11,0
"Others, Africa",Africa,,2017-11,0
Brazil,America,,2017-11,0
Mainland China,Asia,,2017-11,2272
Japan,Asia,,2017-11,12
"Korea,Republic of",Asia,,2017-11,7
India,Asia,,2017-11,11
Argentina,America,,2017-11,0
Malaysia,Asia,Southeast Asia,2017-11,86
Singapore,Asia,Southeast Asia,2017-11,21
Indonesia,Asia,Southeast Asia,2017-11,67
Middle East,Asia,,2017-11,5
Thailand,Asia,Southeast Asia,2017-11,16
Vietnam,Asia,Southeast Asia,2017-11,9
"Others, Southeast Asia",Asia,Southeast Asia,2017-11,61
"Others, Asia",Asia,,2017-11,30
Canada,America,,2017-11,8
United States of America,America,,2017-11,34
Mexico,America,,2017-11,0
Philippines,Asia,Southeast Asia,2017-11,25
France,Europe,,2017-12,1
Germany,Europe,,2017-12,1
Italy,Europe,,2017-12,2
Netherlands,Europe,,2017-12,0
Switzerland,Europe,,2017-12,0
Spain,Europe,,2017-12,2
United Kingdom,Europe,,2017-12,0
S. Africa,Africa,,2017-12,0
Greece,Europe,,2017-12,0
Sweden,Europe,,2017-12,0
Russian Federation,Europe,,2017-12,0
"Others, Europe",Europe,,2017-12,4
Australia,Oceania,,2017-12,11
New Zealand,Oceania,,2017-12,4
"Others, Oceania",Oceania,,2017-12,32
"Others, America",America,,2017-12,0
Austria,Europe,,2017-12,0
Argentina,America,,2017-12,0
Philippines,Asia,Southeast Asia,2017-12,51
Mexico,America,,2017-12,0
"Others, Africa",Africa,,2017-12,1
HongKong. Macao,Asia,,2017-12,260
Mainland China,Asia,,2017-12,2205
Japan,Asia,,2017-12,12
"Korea,Republic of",Asia,,2017-12,4
India,Asia,,2017-12,3
Middle East,Asia,,2017-12,0
Brazil,America,,2017-12,0
Malaysia,Asia,Southeast Asia,2017-12,41
Indonesia,Asia,Southeast Asia,2017-12,52
Thailand,Asia,Southeast Asia,2017-12,9
Vietnam,Asia,Southeast Asia,2017-12,9
"Others, Southeast Asia",Asia,Southeast Asia,2017-12,68
"Others, Asia",Asia,,2017-12,29
Canada,America,,2017-12,12
United States of America,America,,2017-12,21
Singapore,Asia,Southeast Asia,2017-12,15
Unstated,,,2017-12,0
Belgium,Europe,,2017-12,2
Unstated,,,2018-01,1
Mexico,America,,2018-01,0
United States of America,America,,2018-01,58
Canada,America,,2018-01,8
"Others, Asia",Asia,,2018-01,20
"Others, Southeast Asia",Asia,Southeast Asia,2018-01,79
Vietnam,Asia,Southeast Asia,2018-01,15
Thailand,Asia,Southeast Asia,2018-01,4
Philippines,Asia,Southeast Asia,2018-01,45
Indonesia,Asia,Southeast Asia,2018-01,48
Singapore,Asia,Southeast Asia,2018-01,10
Malaysia,Asia,Southeast Asia,2018-01,79
Middle East,Asia,,2018-01,3
India,Asia,,2018-01,1
"Korea,Republic of",Asia,,2018-01,9
Japan,Asia,,2018-01,25
Brazil,America,,2018-01,0
Mainland China,Asia,,2018-01,1801
Argentina,America,,2018-01,0
Belgium,Europe,,2018-01,0
"Others, Oceania",Oceania,,2018-01,38
New Zealand,Oceania,,2018-01,0
Australia,Oceania,,2018-01,17
"Others, Europe",Europe,,2018-01,2
Russian Federation,Europe,,2018-01,0
Sweden,Europe,,2018-01,1
Greece,Europe,,2018-01,0
Austria,Europe,,2018-01,0
United Kingdom,Europe,,2018-01,4
Spain,Europe,,2018-01,0
Switzerland,Europe,,2018-01,2
Netherlands,Europe,,2018-01,0
Italy,Europe,,2018-01,0
Germany,Europe,,2018-01,2
France,Europe,,2018-01,3
"Others, America",America,,2018-01,0
HongKong. Macao,Asia,,2018-01,308
"Others, Africa",Africa,,2018-01,0
S. Africa,Africa,,2018-01,0
"Others, America",America,,2018-02,0
Belgium,Europe,,2018-02,2
France,Europe,,2018-02,2
Germany,Europe,,2018-02,1
Italy,Europe,,2018-02,1
Netherlands,Europe,,2018-02,1
Switzerland,Europe,,2018-02,0
Argentina,America,,2018-02,0
"Others, Africa",Africa,,2018-02,0
Austria,Europe,,2018-02,0
Greece,Europe,,2018-02,0
Sweden,Europe,,2018-02,0
Russian Federation,Europe,,2018-02,1
"Others, Europe",Europe,,2018-02,1
Australia,Oceania,,2018-02,9
New Zealand,Oceania,,2018-02,1
United Kingdom,Europe,,2018-02,4
Spain,Europe,,2018-02,0
Brazil,America,,2018-02,0
United States of America,America,,2018-02,25
HongKong. Macao,Asia,,2018-02,168
Mainland China,Asia,,2018-02,2238
Japan,Asia,,2018-02,10
"Korea,Republic of",Asia,,2018-02,4
India,Asia,,2018-02,1
Middle East,Asia,,2018-02,4
Malaysia,Asia,Southeast Asia,2018-02,42
Singapore,Asia,Southeast Asia,2018-02,13
Indonesia,Asia,Southeast Asia,2018-02,55
Philippines,Asia,Southeast Asia,2018-02,20
Thailand,Asia,Southeast Asia,2018-02,11
Vietnam,Asia,Southeast Asia,2018-02,5
"Others, Southeast Asia",Asia,Southeast Asia,2018-02,29
"Others, Asia",Asia,,2018-02,17
Canada,America,,2018-02,8
Mexico,America,,2018-02,0
Unstated,,,2018-02,0
S. Africa,Africa,,2018-02,0
"Others, Oceania",Oceania,,2018-02,44
Mainland China,Asia,,2018-03,2320
United States of America,America,,2018-03,40
Canada,America,,2018-03,10
"Others, Asia",Asia,,2018-03,22
"Others, Southeast Asia",Asia,Southeast Asia,2018-03,49
Vietnam,Asia,Southeast Asia,2018-03,8
Thailand,Asia,Southeast Asia,2018-03,5
Philippines,Asia,Southeast Asia,2018-03,65
Indonesia,Asia,Southeast Asia,2018-03,43
Singapore,Asia,Southeast Asia,2018-03,16
Malaysia,Asia,Southeast Asia,2018-03,72
Middle East,Asia,,2018-03,5
India,Asia,,2018-03,0
"Korea,Republic of",Asia,,2018-03,3
HongKong. Macao,Asia,,2018-03,371
Unstated,,,2018-03,0
Mexico,America,,2018-03,0
Brazil,America,,2018-03,0
Argentina,America,,2018-03,0
Greece,Europe,,2018-03,0
"Others, Africa",Africa,,2018-03,2
S. Africa,Africa,,2018-03,0
"Others, Oceania",Oceania,,2018-03,48
New Zealand,Oceania,,2018-03,1
Australia,Oceania,,2018-03,10
"Others, Europe",Europe,,2018-03,3
Russian Federation,Europe,,2018-03,2
Sweden,Europe,,2018-03,0
"Others, America",America,,2018-03,0
Japan,Asia,,2018-03,17
United Kingdom,Europe,,2018-03,1
Spain,Europe,,2018-03,0
Switzerland,Europe,,2018-03,0
Netherlands,Europe,,2018-03,0
Italy,Europe,,2018-03,0
Germany,Europe,,2018-03,2
France,Europe,,2018-03,0
Belgium,Europe,,2018-03,1
Austria,Europe,,2018-03,0
Unstated,,,2018-04,0
"Others, Oceania",Oceania,,2018-04,45
HongKong. Macao,Asia,,2018-04,288
Belgium,Europe,,2018-04,0
France,Europe,,2018-04,0
Germany,Europe,,2018-04,2
Italy,Europe,,2018-04,0
Netherlands,Europe,,2018-04,1
Switzerland,Europe,,2018-04,1
Spain,Europe,,2018-04,1
United Kingdom,Europe,,2018-04,5
Austria,Europe,,2018-04,0
Greece,Europe,,2018-04,0
Sweden,Europe,,2018-04,0
Russian Federation,Europe,,2018-04,0
"Others, Europe",Europe,,2018-04,2
Australia,Oceania,,2018-04,10
New Zealand,Oceania,,2018-04,0
"Others, America",America,,2018-04,0
S. Africa,Africa,,2018-04,0
Argentina,America,,2018-04,0
Mexico,America,,2018-04,1
Mainland China,Asia,,2018-04,1709
Japan,Asia,,2018-04,19
"Korea,Republic of",Asia,,2018-04,2
India,Asia,,2018-04,1
Middle East,Asia,,2018-04,2
Malaysia,Asia,Southeast Asia,2018-04,90
Singapore,Asia,Southeast Asia,2018-04,22
Indonesia,Asia,Southeast Asia,2018-04,58
Philippines,Asia,Southeast Asia,2018-04,57
Thailand,Asia,Southeast Asia,2018-04,14
Vietnam,Asia,Southeast Asia,2018-04,10
"Others, Southeast Asia",Asia,Southeast Asia,2018-04,105
"Others, Asia",Asia,,2018-04,24
Canada,America,,2018-04,12
United States of America,America,,2018-04,36
Brazil,America,,2018-04,0
"Others, Africa",Africa,,2018-04,0
"Others, Africa",Africa,,2018-05,5
Unstated,,,2018-05,0
Brazil,America,,2018-05,0
Mexico,America,,2018-05,0
United States of America,America,,2018-05,36
Canada,America,,2018-05,15
"Others, Asia",Asia,,2018-05,26
"Others, Southeast Asia",Asia,Southeast Asia,2018-05,69
Vietnam,Asia,Southeast Asia,2018-05,20
Thailand,Asia,Southeast Asia,2018-05,4
Philippines,Asia,Southeast Asia,2018-05,74
Indonesia,Asia,Southeast Asia,2018-05,75
Singapore,Asia,Southeast Asia,2018-05,18
Malaysia,Asia,Southeast Asia,2018-05,85
Middle East,Asia,,2018-05,7
India,Asia,,2018-05,5
"Korea,Republic of",Asia,,2018-05,1
Argentina,America,,2018-05,0
HongKong. Macao,Asia,,2018-05,336
"Others, America",America,,2018-05,0
Belgium,Europe,,2018-05,0
S. Africa,Africa,,2018-05,0
"Others, Oceania",Oceania,,2018-05,41
New Zealand,Oceania,,2018-05,2
Australia,Oceania,,2018-05,9
"Others, Europe",Europe,,2018-05,4
Russian Federation,Europe,,2018-05,1
Sweden,Europe,,2018-05,0
Japan,Asia,,2018-05,11
Greece,Europe,,2018-05,1
United Kingdom,Europe,,2018-05,4
Spain,Europe,,2018-05,0
Switzerland,Europe,,2018-05,0
Netherlands,Europe,,2018-05,0
Italy,Europe,,2018-05,2
Germany,Europe,,2018-05,0
France,Europe,,2018-05,2
Austria,Europe,,2018-05,0
Mainland China,Asia,,2018-05,1563
"Others, Africa",Africa,,2018-06,0
Unstated,,,2018-06,0
Argentina,America,,2018-06,0
Philippines,Asia,Southeast Asia,2018-06,61
Mexico,America,,2018-06,1
United States of America,America,,2018-06,37
Canada,America,,2018-06,15
"Others, Asia",Asia,,2018-06,11
"Others, Southeast Asia",Asia,Southeast Asia,2018-06,54
Vietnam,Asia,Southeast Asia,2018-06,24
Thailand,Asia,Southeast Asia,2018-06,2
Indonesia,Asia,Southeast Asia,2018-06,60
Singapore,Asia,Southeast Asia,2018-06,15
Malaysia,Asia,Southeast Asia,2018-06,93
Middle East,Asia,,2018-06,0
India,Asia,,2018-06,5
"Korea,Republic of",Asia,,2018-06,8
Japan,Asia,,2018-06,19
HongKong. Macao,Asia,,2018-06,314
Brazil,America,,2018-06,0
"Others, America",America,,2018-06,2
Mainland China,Asia,,2018-06,1523
France,Europe,,2018-06,2
S. Africa,Africa,,2018-06,0
Belgium,Europe,,2018-06,0
"Others, Oceania",Oceania,,2018-06,30
New Zealand,Oceania,,2018-06,7
Australia,Oceania,,2018-06,4
Russian Federation,Europe,,2018-06,0
Sweden,Europe,,2018-06,1
Greece,Europe,,2018-06,0
"Others, Europe",Europe,,2018-06,0
Austria,Europe,,2018-06,0
United Kingdom,Europe,,2018-06,1
Spain,Europe,,2018-06,0
Switzerland,Europe,,2018-06,0
Netherlands,Europe,,2018-06,0
Italy,Europe,,2018-06,0
Germany,Europe,,2018-06,1
Thailand,Asia,Southeast Asia,2018-07,10
United States of America,America,,2018-07,33
Canada,America,,2018-07,19
"Others, Asia",Asia,,2018-07,10
"Others, Southeast Asia",Asia,Southeast Asia,2018-07,65
Vietnam,Asia,Southeast Asia,2018-07,23
Mexico,America,,2018-07,0
Philippines,Asia,Southeast Asia,2018-07,91
Mainland China,Asia,,2018-07,2274
Singapore,Asia,Southeast Asia,2018-07,17
Malaysia,Asia,Southeast Asia,2018-07,69
Middle East,Asia,,2018-07,8
India,Asia,,2018-07,2
"Korea,Republic of",Asia,,2018-07,3
Japan,Asia,,2018-07,23
HongKong. Macao,Asia,,2018-07,305
Brazil,America,,2018-07,0
Indonesia,Asia,Southeast Asia,2018-07,69
Argentina,America,,2018-07,0
S. Africa,Africa,,2018-07,1
Belgium,Europe,,2018-07,0
Unstated,,,2018-07,3
"Others, Africa",Africa,,2018-07,2
"Others, Oceania",Oceania,,2018-07,51
New Zealand,Oceania,,2018-07,0
Australia,Oceania,,2018-07,11
"Others, Europe",Europe,,2018-07,0
Russian Federation,Europe,,2018-07,0
Sweden,Europe,,2018-07,0
Greece,Europe,,2018-07,0
Austria,Europe,,2018-07,0
United Kingdom,Europe,,2018-07,5
Spain,Europe,,2018-07,0
Switzerland,Europe,,2018-07,1
Netherlands,Europe,,2018-07,1
Italy,Europe,,2018-07,0
Germany,Europe,,2018-07,1
France,Europe,,2018-07,2
"Others, America",America,,2018-07,1
HongKong. Macao,Asia,,2018-08,311
"Korea,Republic of",Asia,,2018-08,11
France,Europe,,2018-08,1
Netherlands,Europe,,2018-08,0
Switzerland,Europe,,2018-08,0
Spain,Europe,,2018-08,0
United Kingdom,Europe,,2018-08,3
Austria,Europe,,2018-08,0
Greece,Europe,,2018-08,0
Sweden,Europe,,2018-08,0
Russian Federation,Europe,,2018-08,1
"Others, Europe",Europe,,2018-08,0
Australia,Oceania,,2018-08,8
New Zealand,Oceania,,2018-08,0
"Others, Oceania",Oceania,,2018-08,44
S. Africa,Africa,,2018-08,0
"Others, Africa",Africa,,2018-08,1
Mainland China,Asia,,2018-08,1991
Italy,Europe,,2018-08,0
Germany,Europe,,2018-08,1
Japan,Asia,,2018-08,21
Belgium,Europe,,2018-08,0
India,Asia,,2018-08,1
Middle East,Asia,,2018-08,1
Malaysia,Asia,Southeast Asia,2018-08,112
Singapore,Asia,Southeast Asia,2018-08,17
Indonesia,Asia,Southeast Asia,2018-08,48
Philippines,Asia,Southeast Asia,2018-08,73
Thailand,Asia,Southeast Asia,2018-08,12
Unstated,,,2018-08,0
Vietnam,Asia,Southeast Asia,2018-08,10
"Others, Asia",Asia,,2018-08,16
Canada,America,,2018-08,2
United States of America,America,,2018-08,33
Mexico,America,,2018-08,0
Brazil,America,,2018-08,0
Argentina,America,,2018-08,0
"Others, America",America,,2018-08,1
"Others, Southeast Asia",Asia,Southeast Asia,2018-08,65
Japan,Asia,,2018-09,20
HongKong. Macao,Asia,,2018-09,317
"Others, Africa",Africa,,2018-09,2
Brazil,America,,2018-09,2
Mexico,America,,2018-09,0
United States of America,America,,2018-09,50
Canada,America,,2018-09,6
